abcdefk:   feedback
efilort:   trefoil, loftier
efilorv:   overfill
efilorw:   flowerier
efilquy:   liquefy
efilrty:   fertility
efilrtz:   fertilizer, fertilize
efilruy:   irefully
efilrvx:   reflexive
efiltuy:   futilely
efimnor:   informer
efimnrt:   refinement
efimnty:   femininity
efimorv:   vermiform
efimpru:   frumpier
efinort:   interferon, frontier
efinrtu:   furniture
efinruy:   reunify
efioprt:   profiteer
efioprw:   firepower
efiortu:   outfitter, forfeiture
efiorwz:   frowzier
efiprty:   prettify, petrify
efirtuv:   furtive
efirtux:   fixture
efklmno:   menfolk
efknort:   foretoken
efkortw:   fretwork
eflmory:   formerly
eflmruy:   flummery
eflntuv:   uneventful, eventful
eflntuy:   tunefully, fluently
eflortv:   leftover
eflortx:   retroflex
eflorvw:   overflow, overflew
eflorvy:   overfly
eflorwy:   flowery
eflouwy:   woefully
eflrtuy:   fretfully, fluttery
efmnort:   fremont, fomenter
efmnorw:   forewomen
efmnprt:   preferment
efmpruy:   perfumery
efnoprv:   ovenproof
efnortu:   fourteen, fortune
efnortw:   freetown, forwent, forewent
efnorty:   effrontery
efnoruz:   unfrozen, unfroze
efnqrtu:   frequenter, frequent
efoprty:   ferrotype
efoqrtu:   roquefort
efprtuy:   putrefy
eghiknr:   gherkin
eghilmt:   limelight
eghilno:   helloing
eghilnp:   helping
eghilnr:   hireling
eghilnt:   lightening, lighten, lengthening, enlightening, enlighten
eghilnw:   wheeling
eghilrt:   lighter, highlighter
eghiltw:   lightweight
eghimnu:   guggenheim
eghimrt:   mightier
eghinpy:   hyphening
eghinrt:   tethering, inheriting
eghinru:   hungrier, hungering
eghintv:   thieving
eghintw:   whitening, whetting, weighting
eghinwz:   wheezing
eghiotu:   toughie
eghiotz:   ghettoize
eghirtw:   weightier
eghitwy:   weighty
eghlmou:   homologue
eghlmpy:   phlegmy
eghlnty:   lengthy
eghloty:   theology
eghmnoy:   hegemony
eghnoru:   roughen
eghnotu:   toughen, huguenot
eghortu:   tougher, rethought
egijknr:   jerking
egijlny:   jellying
egijnor:   rejoining
egijnoy:   enjoying
egiklnt:   kinglet
egiknov:   evoking
egiknpr:   perking
egiknrt:   trekking, tinkering
egilmnp:   impelling
egilmnr:   gremlin, glimmering
egilmnt:   melting
egilmnw:   mewling
egilmor:   gloomier
egilmot:   legitimo
egilmpu:   plegium
egilmtz:   legitimize
egilnop:   peopling, eloping
egilnor:   religion, enrolling
egilnov:   livelong, evolving
egilnow:   lilongwe
egilnpr:   repelling, periling
egilnpt:   pelting
egilnpx:   expelling
egilnpy:   yelping
egilnqu:   quelling
egilnrt:   ringlet, retelling, relenting, littering, lettering, interlining, glittering
egilnru:   unreeling, grueling
egilnrv:   reviling, reveling, reliving, relieving, levering, inveigler
egilnry:   relying, lingeringly, gingerly
egilntu:   unintelligent, tunneling, eluting
egilntw:   welting
egilntx:   telexing
egilnty:   tellingly, negligently, intelligently, gentility
egilnuv:   unveiling
egilnuy:   genuinely
egilnvy:   levying
egilopu:   epilogue
egiloty:   etiology
egilouz:   eulogize
egilprv:   privilege
egilrtu:   guiltier
egilrty:   glittery
egilruv:   virgule
egilrwy:   wrigley
egimnor:   mongering
egimnot:   mignonette, mentioning, emoting
egimnov:   envenoming
egimnow:   meowing
egimnpr:   premiering, perming
egimnpt:   tempting, pigment, impingement
egimnrt:   terming, remitting, regimenting, regiment, mitering, metering, meriting, intermitting
egimnru:   meringue
egimntu:   integument, gentium
egimntz:   itemizing
egimopt:   impetigo
egimorv:   moviegoer
egimpru:   grumpier
eginopr:   reopening, porringer, pioneering, peignoir
eginopt:   tiptoeing, petitioning
eginort:   tottering, retorting, reorienting, orienting, orienteering, nitrogen, interrogee, genitor
eginorv:   governing
eginorx:   xeroxing
eginorz:   zeroing, rezoning
eginotv:   vetoing
eginpqu:   equipping
eginprt:   reprinting, repenting, reinterpreting, petering, interpreting
eginpru:   pureeing
eginprv:   reprieving
eginprx:   expiring
eginpry:   preying
eginptz:   peptizing
eginpux:   expunging
eginqru:   requiring, queering
eginqtu:   quieting, quietening
eginrtu:   uttering, unigeniture, reuniting, returning, neutering, intrigue, guttering, guertin
eginrtv:   riveting, reverting, retrieving, reinventing, inverting, intervening
eginrtw:   wintering, wintergreen, twittering, rewriting, intertwining
eginrtx:   exerting
eginrty:   retying, retrying, integrity
eginruv:   unnerving
eginrvw:   reviewing
egintuy:   ingenuity
egintwz:   tweezing
egiopru:   pirogue, groupie
egiortu:   outrigger
egiortv:   vertigo
egklorw:   legwork
eglmnor:   mongrel
eglmnou:   monologue
eglmoty:   etymology
eglnopy:   penology
eglnort:   lorgnette
eglnoru:   lounger
eglnorv:   overlong
eglnpru:   plunger
eglopru:   prologue
eglopty:   logotype, egyptology
egmnort:   montenegro, engorgement
egmnoru:   rumormonger
egmortu:   gourmet
egmorty:   geometry
egnopry:   progeny
egnopty:   genotype
egnortw:   georgetown
egnoruy:   younger
egnorvw:   overgrown
egortuw:   outgrew
ehiklmo:   homelike
ehiknrt:   thinker, rethink
ehilmop:   homophile
ehilmor:   homelier, heirloom
ehilnop:   pinhole
ehilnot:   hotline
ehilnpw:   pinwheel
ehilort:   hotelier
ehilprt:   philter
ehilrtw:   whittler
ehiltwy:   whitely
ehimnru:   rhenium
ehimntv:   vietminh
ehimorz:   rhizome
ehimprw:   whimper
ehinopr:   phonier, hornpipe
ehinopx:   phoenix
ehinort:   thornier, inheritor
ehinprt:   trephine, nephrite
ehinrtv:   thriven
ehinrtw:   whitener
ehinrtx:   inheritrix
ehintwy:   whitney
ehiortw:   worthier
ehiortz:   theorizer, theorize
ehiotuw:   whiteout
ehirtvy:   thievery
ehklnot:   knothole
ehkmorw:   homework
ehlmnot:   menthol
ehlmnty:   methylene
ehlnopt:   telephone
ehlnowy:   honeywell
ehloprt:   porthole
ehmnopr:   pheromone
ehmnort:   enthronement
ehmnorw:   homeowner
ehmnory:   honeymooner
ehmnptu:   umpteenth
ehmnpty:   nymphet
ehmoprt:   photometer
ehmorty:   thermometry
ehmorvw:   whomever
ehnopru:   hereupon
ehnopty:   phenotype, neophyte
ehnopuy:   euphony
ehnortu:   thereunto, hereunto
ehoprty:   hypertrophy
ehoptyz:   zoophyte
ehortvw:   overthrow, overthrew
ehprtxy:   hypertext
eijklry:   jerkily
eijlnrt:   jetliner
eijlnuv:   juvenile
eijmpru:   jumpier
eijnort:   jointer
eijnory:   joinery
eijnpru:   juniper
eijprtu:   jupiter
eiklmno:   moonlike
eiklmnr:   kremlin
eiklnru:   unlikelier
eiklnrw:   wrinkle
eiklntu:   nutlike
eiklntw:   twinkle
eiklnuy:   unlikely
eiklorv:   overkill
eiklpry:   perkily
eikmnor:   moniker
eiknort:   knottier
eilmnot:   limonite, emollient
eilmnou:   linoleum
eilmnpr:   pimpernel
eilmnpt:   implement
eilmnry:   millinery
eilmnty:   imminently, eminently
eilmopr:   millipore, implore
eilmopt:   impolite
eilmort:   milometer
eilmotv:   leitmotiv
eilmpru:   plummier, lumpier
eilmptu:   multiple
eilmpty:   emptily
eilmrtu:   tellurium
eilmtuv:   multilevel
eilnopz:   pennzoil
eilnort:   ritornello, ritornelli
eilnorv:   overline
eilnotu:   outline, elution
eilnotv:   volenti, violent
eilnotw:   towline
eilnovz:   novelize
eilnprt:   teleprinter
eilnprv:   replevin
eilnpty:   penitently, ineptly
eilnpuv:   vulpine
eilnqru:   queenlier
eilnqtu:   quintile
eilnquy:   uniquely
eilnrty:   inertly, entirely
eilntvy:   inventively
eiloprt:   portlier, politer
eiloprv:   liverpool
eiloprw:   willpower
eiloptx:   exploit
eilopty:   politely
eilortu:   ulterior
eilortw:   rottweiler
eilorty:   toiletry
eilotuv:   outlive
eilprtx:   triplex
eilprty:   prettily
eilptvx:   expletive
eilqtuy:   quietly
eilrtuv:   rivulet
eilrtuz:   utilizer
eimnopt:   pimiento, pimento, omnipotent, impotent
eimnort:   termino
eimnorv:   omnivore
eimnotu:   mountie
eimnotz:   mezzotint
eimnprt:   peppermint, impertinent
eimnpru:   perineum
eimnptu:   pentium, neptunium
eimnrtu:   triennium, terminum, runtime, nutriment, mutineer, inurement
eimnrtw:   wintertime, intertwinement
eimnrtx:   intermix
eimnrtz:   intermezzi
eimoprt:   reimport, importer
eimopru:   europium, emporium
eimoprv:   improve
eimoptz:   optimize, epitomize
eimortv:   overtime
eimortz:   motorize
eimprtu:   repetitum, pretium
eimprtv:   primitive
eimrtux:   mixture
eimrtxy:   extremity
einoprt:   repetition, protein, pointer, petitioner
einoqtu:   quotient
einoqux:   equinox
einortu:   routine, neutrino
einortv:   reinvention, inventor, introvert, intervention, intervenor
einortx:   extortion, exertion
einorty:   notoriety
einprtu:   turpentine, prurient, interrupter, interrupt
einprtv:   preventive
einprtx:   inexpert
einptuv:   punitive
einqrtu:   quitrent
einqtuy:   inequity
einrtuv:   nutritive
einrtuw:   unwritten
einrtvw:   interviewer, interviewee, interview
einrtwy:   wintery
einrtwz:   winterize
eioprtu:   pirouette
eioprty:   propriety, petitory
eioprtz:   prioritize
eioqtux:   quixote
eiortvw:   overwrite
eiprtuv:   irruptive, eruptive
eiprtuy:   perpetuity
eiprtwy:   typewriter, typewrite
eipruvw:   purview
eiqruvy:   quivery
ejknrtu:   junketeer
ejmnoty:   enjoyment
ejmnruy:   jurymen
ejnoruy:   journey
ekmnorw:   workmen
ekmnptu:   unkempt
eknortw:   network
eknrtuy:   turnkey
elmnopt:   elopement
elmnort:   enrollment
elmnotu:   emolument
elmoprt:   teleprompter
elmopry:   polymer, employer
elmortv:   voltmeter
elmorty:   remotely
elmrtxy:   extremely
elnopry:   propylene, polypropylene
elnoptu:   opulent
elnopty:   potently
elnoqtu:   eloquent
elnorty:   rottenly
elnotuv:   volunte
elnotvy:   novelty
elnouvy:   unlovely
elnprtu:   purulent
elnrtvy:   reverently
eloprtu:   polluter
elopruv:   pullover
elortvy:   overtly
elprtxy:   expertly
emnortu:   remount
emnortv:   vermont
emnorty:   monterey
emoprtx:   extempore
emoprty:   pyrometer, peremptory, optometry
emprtuy:   trumpery
enoprtu:   opportune
enoprtw:   newport
enoprty:   entropy
enopruv:   unproven
enortuv:   turnover, overturn
enortuy:   tourney
eoprtvy:   poverty
eoprtwy:   typewrote
eopruvy:   purveyor
fghilot:   footlight
fghilty:   flighty
fghinot:   hotfooting
fghintu:   gunfight
fghiort:   forthright
fghiotu:   outfight
fghloru:   furlough
fghlotu:   thoughtful
fgiklnu:   flunking
fgiknor:   forking
fgilmnu:   muffling
fgilnop:   flopping
fgilnor:   flooring
fgilnot:   lofting, footling
fgilnou:   fouling
fgilnow:   wolfing, fowling, following, flowing
fgilnrt:   trifling, flirting
fgilnru:   unfurling, ruffling, furling
fgilnrz:   frizzling
fgilntu:   gunflint, fluting
fgilnty:   fittingly
fgilnux:   fluxing
fgilnuy:   nullifying
fgilnvy:   vilifying
fgilory:   glorify
fgimnor:   informing, forming
fgimnuy:   mummifying
fginopr:   proofing
fginort:   fronting
fginorv:   forgiving
fginorw:   frowning
fginotu:   outfitting
fginoty:   notifying
fginpty:   typifying
fginrtu:   fruiting
fginrty:   nitrifying
fglnoru:   furlong
fhilrty:   thriftily
fhinrtu:   unthrift
fhiortw:   forthwith
fhlmotu:   mouthful
fhlnrtu:   untruthful
fhlotuy:   youthfully, youthful
fhlrtuy:   truthfully, hurtfully
fiklort:   forklift
filnrtu:   unfruitful
filoprt:   portfolio
filptuy:   pitifully
filrtuy:   fruitfully
fimnoru:   uniform
fimnrty:   infirmity
fimorty:   mortify
finoprt:   footprint
finortu:   fruition
fiortuy:   fortuity
flmnoru:   mournful
fnoprtu:   upfront
ghiklnu:   hulking
ghiknou:   unhooking
ghikntu:   unthinking
ghilmty:   mightily
ghilnou:   hulloing
ghilnow:   howling, hollowing
ghilnpt:   plighting
ghilnrt:   thrilling
ghilnru:   hurling
ghilnrw:   whirling
ghilntw:   whittling
ghilnty:   nightly
ghilnwy:   whiningly
ghilopy:   philology
ghilrty:   rightly
ghimnpu:   humping
ghimnry:   rhyming
ghinopw:   whopping, whooping
ghinort:   thronging
ghinoru:   roughing
ghinorw:   whoring
ghinotu:   toughing
ghinotw:   nightgown
ghinrtu:   hurting
ghinrtv:   thriving
ghinrtw:   writhing
ghinruy:   hurrying
ghiortu:   outright
ghiprtu:   upright
ghlmoty:   mythology
ghlnopy:   phonology
ghloruy:   roughly
ghlotuy:   toughly
ghoprtu:   throughput
ghortuw:   wrought, outgrowth
ghortuy:   yoghourt
gijlnot:   jolting
gijmnpu:   jumping
giklnpu:   plunking
giklnru:   lurking, knurling
giklnrw:   wrinkling
giklntw:   twinkling
giklorw:   grillwork
giknorw:   working
giknouw:   unknowing
giknouy:   unyoking
giknqru:   quirking
gilmnot:   mottling, molting
gilmnpu:   plumping, pluming, lumping
gilmnpy:   implying
gilmnuz:   muzzling
gilnopr:   prolonging
gilnopt:   toppling, plotting, piloting
gilnort:   trolling
gilnoru:   unrolling
gilnorw:   growling
gilnory:   glorying
gilnotu:   outlining, guillotining
gilnovy:   lovingly
gilnowy:   yowling, glowingly
gilnprt:   tripling
gilnpru:   purpling, purling
gilnpry:   pryingly, grippingly
gilnpty:   pityingly
gilnpuz:   puzzling
gilnqtu:   quilting
gilnrtw:   twirling
gilnrty:   tryingly
gilntuz:   utilizing
gilntvy:   invitingly
gilntwy:   wittingly
gilnuwy:   unwillingly
gilorty:   trilogy
gilorvy:   virology
gilrtuy:   liturgy
gimnopr:   romping
gimnort:   motoring, monitoring
gimnoru:   rumoring, mourning
gimnorw:   worming, ringworm
gimnotu:   munitioning, mounting
gimnotv:   vomiting
gimnouv:   unmoving
gimnowy:   wyoming
gimnprt:   imprinting
gimnpru:   umpiring, grumping
gimnptu:   imputing
gimntuy:   mutinying
ginoprt:   trooping, proportioning, portioning, porting
ginopru:   proroguing, pouring, grouping
ginoprv:   proving
ginoptu:   pouting, outputting, gunpoint
ginoptv:   pivoting
ginoqtu:   quoting
ginortu:   tutoring, touring, torturing, routing, outrunning, grouting
ginorwy:   worrying
ginotuv:   outvoting
ginotuw:   outwitting
ginprtu:   rupturing, irrupting
ginptuy:   unpitying, puttying
ginrtvy:   virginity
glnorwy:   wrongly
glnotuy:   gluttony
gnopruw:   grownup
gnortuw:   outgrown
hiknotu:   outthink
hilmnot:   monolith, millionth
hilmtuy:   humility
hilnort:   trillionth
hilnotz:   zillionth
hiloprw:   whirlpool, whippoorwill
himortu:   thorium
himotvz:   mitzvoth
himprtu:   triumph
hiortwz:   horowitz
hlmnoty:   monthly
ijlmpuy:   jumpily
ijlnoqu:   jonquil
ijlnoty:   jointly
iklmruy:   murkily
iklnrwy:   wrinkly
iklqruy:   quirkily
ilmnopu:   polonium, monopolium
ilmortu:   turmoil
ilmptuy:   multiply
ilnopru:   purloin
ilnoptu:   pollution
ilnopvy:   polyvinyl
ilnoqtu:   quintillion
ilnotuv:   involution
iloqrtu:   loquitur
imnoprt:   promotion
imnorty:   monitory, minority
imnptuy:   impunity
imoprtu:   impromptu
imprtuy:   impurity
inoprtu:   printout, irruption
inoqrtu:   quintroon
knoprty:   krypton
lmoprty:   promptly
loprtuy:   poultry
mnoprty:   promontory
